Incident Date,Complaint ID,Date Received,District,Classification,Summary
9/23/21,21-0530,2021-11-16 05:00:00+00,26,CRIMINAL ALLEGATION,"According to the complainant, on 9-23-21 at 6:15 PM, while walking in the confines of the 15th District, they were assaulted by an off duty officer, along with several other people. The complainant states that the officer is their neighbor."
9/1/21,21-0427,2021-09-07 04:00:00+00,26,VERBAL ABUSE,"According to the complainant, on 9-1-21 at 2:25 PM, while in the confines of the 26th District, they were verbally abused by an officer assigned to the 26th District. While sitting in a running vehicle, the officer approached, placed a ticket on the windshield and left. The complainant went to the district to ask for clarification of the ticket. As the complainant was speaking to the officer, the officer approached and said, ¿Oh, you the one who was rolling a blunt. I wasn¿t born yesterday.¿"
11/13/21,21-0540,2021-11-16 05:00:00+00,26,LACK OF SERVICE,"According to the complainant, on 11-13-21 at 12:05 AM, while in the confines of the 26th District, they did not receive proper service from unknown officers. They called 911 after they witnessed their neighbor yell they were going to get their gun. Officers arrived; however, they did nothing. The complainant states that officers never even spoke to them."
7/24/22,22-0342,2022-08-01 04:00:00+00,26,UNPROFESSIONAL CONDUCT,"According to the complainant, 7-24-22 at 1:00 PM, while in the confines of the 26th District, they were treated unprofessionally by a sergeant assigned to the 25th District. A patient, who was also a prisoner, was at the hospital. The patient was being discharged, but waiting for police transport. The complainant, who is a nurse, asked the sergeant if the patient would be leaving soon. The sergeant put their hand up to silence them without looking at them. The complainant asked if they could move to another location in the hall, as they needed to bring patients back to be seen. The sergeant said, ¿No.¿ Approximately 20 minutes later, the patient became violent. The complainant asked the sergeant when the patient was leaving. The sergeant said they have to stay here. When the complainant asked why, the sergeant said, ¿I don¿t have to tell you.¿ The complainant told the sergeant that they do have to tell them and this was their house. This patient is medically cleared. They are a prisoner. This is not a crime scene. The sergeant said that the patient was staying there."
8/7/22,22-0363,2022-08-15 04:00:00+00,26,UNPROFESSIONAL CONDUCT,"According to the complainant, on 8-7-22 at 1:00 AM, while in the confines of the 26th District, they were at a club, when they called because they were afraid they were going to be assaulted. The complainant states that the offenders had warrants for their arrest but the officer refused to check their identifications and let them go. The complainant also states that the officer was rude and disrespectful towards them, and called them a freak."
5/5/22,22-0220,2022-05-23 04:00:00+00,26,VERBAL ABUSE,"According to the complainant, on 5-5-22 at 8:45 PM, while in the confines of the 26th District, officers responded to their 911 call to their residence and once they arrived, an officer proceeded to scream and call them names. The complainant states that the officer called them crazy, a mental patient and said that they belonged in a mental institution. The complainant attempted to show the officer the documents pertaining to their protection from abuse order but the officer continued to yell at them, telling them not to ever call 911 for help again."
5/19/22,22-0226,2022-05-25 04:00:00+00,26,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 5-19-22, while in the confines of the 26th District, a family member drove another family member¿s child to the hospital after being shot. The complainant states that police improperly detained their family member at the hospital. The complainant states that it was 77 degrees and their family member was sitting in a patrol car with the windows up. The complainant told the sergeant that it was unacceptable that their family member was sitting in a patrol car with no ventilation."
9/9/22,22-0428,2022-09-20 04:00:00+00,26,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-9-22 at 5:30 AM, while in the confines of the 26th District, unknown officers violated departmental policy. Officers came to their home and broke the front door. The complainant states that no warrant was shown."
,22-0288,2022-06-29 04:00:00+00,26,DEPARTMENTAL VIOLATIONS,"According to the complainant, on two separate occasions, their family member was stopped by the same officer. The complainant states that during both police encounters the officer asked their family member if they were carrying a firearm and they said, ¿No.¿ During the first encounter, the officer searched a friend¿s bag and asked their family member to take their hands out of their shirt, then left. The complainant states that during the second encounter, the officer asked their family member to lift up their shirt and take their hands out of their pocket because they look suspicious."
,22-0304,2022-07-07 04:00:00+00,26,DEPARTMENTAL VIOLATIONS,"According to the complainant, while in the confines of the 26th District, they allege theft of time and misuse of overtime by two supervisors assigned to the City Wide Vice. Both supervisors leave early but still log the time as having been worked. One supervisor pays themself two hours administrative time, but does not work the full hours. The other supervisor also gets two hours administrative time, but does not always stay for these times."
1/2/17,17-0005,2017-01-12 05:00:00+00,35,DOMESTIC,"According to the complainant, on 01-02-17 at 8:00pm, they were threatened by their spouse who is a detective assigned to Homicide. This incident occurred in the confines of the 35th District."
12/24/16,17-0030,2017-01-25 05:00:00+00,35,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-24-16 at 6:00pm, an officer assigned to the 35th District, conducted himself unprofessionally while issuing them a traffic citation."
12/19/16,17-0043,2017-02-02 05:00:00+00,35,LACK OF SERVICE,"According to the complainant, on 12-19-16 at 7:20pm, they did not receive proper service from an officer assigned to the 35th District."
